faculty, name, id ,academicPoints, lectureHours, tutorialHours, labHours, projectHours, examA, examB, prequstite courses, linked courses
Arcihetechture,Advanced Seminar for Urban and Regional Planning,209300,2,0,0,0,2,,,,
Education in Science and Technology,Educational-Scientific Clinic 1,214094,1,0,3,0,0,,,320101320102,
Education in Science and Technology,Teaching Skills,214103,3,0,2,0,0,,,,
Education in Science and Technology,Learning in Hi-Tech and Academia,214115,2,0,0,0,0,,,104003&104004&104167&234111|104003&104004&104167&234112,
Education in Science and Technology,Exposure to Sci-Tech Education Research,214116,1,0,0,0,0,,,,
Education in Science and Technology,Int. to Education in Science and Tech.1,214117,4,0,3,0,0,29.1.2019,11.3.2019,,
Education in Science and Technology,Algebra in Junior High Schools,214206,3,0,2,0,0,,,104010|104195,
Education in Science and Technology,Methods of Teaching Env. Science 1,214216,3,0,2,0,0,,,,
Education in Science and Technology,Practicum in Mathmatics Teaching,214235,4,0,0,0,0,,,214103&214208|214103&214209,
Education in Science and Technology,School Practicum - Physics,214300,2,0,1,6,6,,,214301|214302,
Education in Science and Technology,School Practicum-Chemistry,214410,2,0,1,6,6,,,214401|214402,
Education in Science and Technology,School Prac.-Teaching Sc.and Technol",214411,2,0,1,0,6,,,214301|214302|214401|214402|214501|214502|214408&214607,
Education in Science and Technology,School Practicum-Biology and Environment,214510,2,0,1,6,6,,,134058&134117&136007&214501&216500|134111&134128&134133&214502&214600,
Education in Science and Technology,Teaching Sci. Techn. in Jun. High School,214607,3,0,2,0,0,,,134010|134058,214097
Education in Science and Technology,School Practicum - Electronics,214610,2,0,1,6,6,,,214602,
Education in Science and Technology,Methods of Teaching Technology-Mechanics,214701,3,0,2,0,0,,,,
Education in Science and Technology,School Practicum - Technology-Mechanics,214709,2,0,1,6,6,,,214701|214702,
Education in Science and Technology,Didactics of Computer Science - 3 Point Level,214901,3,0,2,0,0,,,234111|234114|234117,
Education in Science and Technology,School Practicum - Computer Science,214905,2,0,1,6,6,,,214901|214902,
Education in Science and Technology,Learning and Behavioral Difficulties,216003,2,0,0,0,0,,,,
Education in Science and Technology,Developments in Physics Education,216004,3,0,2,0,0,,,114052&114074&114075|114052&114071&114075|114051&114052&114075,
Education in Science and Technology,Effective Creative Thinking,216008,2,0,1,0,0,,,214103|214117|214118,
Education in Science and Technology,Quantitative Research Methods in Education,216009,3,0,2,0,0,22.1.2019,,,
Education in Science and Technology,The Web as a Learning Environment,216101,2,0,1,0,0,,,218146,
Education in Science and Technology,Seminar on Research in Science Teaching,216102,2,0,0,0,2,,,218101,
Education in Science and Technology,Science Teaching in Relation to Tech.,216110,2,0,0,0,0,,,114004|114052|114075218117,
Education in Science and Technology,Advanced Workshop in High School Mathematics,216112,2,0,0,0,0,,,214208&214209&214233218112,
Education in Science and Technology,Practicum-Practicing Science Teaching with Action Research,216126,2,0,2,0,0,,,214223|214224|214303|214903,
Education in Science and Technology,Advanced Issues in Design and Production,216144,3,0,2,0,2,,,214702|214701,
Education in Science and Technology,Advanced Issues in Teaching Chemistry,216400,3,0,2,0,0,,,214103&214401,
Education in Science and Technology,Advanced Issues in Teaching Biology,216500,3,0,2,0,0,,,214113&214501,
Education in Science and Technology,Neurocognitive Development in Children,218005,2,0,0,0,1,,,,
Education in Science and Technology,Project in Curriculum Development in Biology,218135,3,0,0,3,6,,,218120,
Education in Science and Technology,Qualitative Research Methods in Education,218322,2,0,1,0,0,,,,
Computer Science,Introduction to Computer Science,234111,4,0,2,2,0,19.2.2019,14.3.2019,,
Computer Science,Programming )C(,234112,4,0,2,2,0,19.2.2019,14.3.2019,,
Computer Science,Introduction to Computer Science,234114,4,0,2,2,0,19.2.2019,14.3.2019,,
Computer Science,Introduction to Computer Science H,234117,4,0,2,2,0,19.2.2019,14.3.2019,,
Computer Science,Computer Organization and Programming,234118,3,0,1,1,0,17.2.2019,13.3.2019,044252&234124|234124&234252,
Computer Science,Operating Systems,234123,4,0,2,3,6,21.2.2019,15.3.2019,234218,234118
Computer Science,Introduction to Systems Programming,234124,4,0,2,0,2,13.2.2019,8.3.2019,234114|234117|234111|234128|234221,
Computer Science,Numerical Algorithms,234125,3,0,2,0,0,5.2.2019,28.2.2019,104167&234114|104016&234114|104166&234114,104013&104032&104281
Computer Science,Introduction to Computer-C (En),234126,4,0,2,2,0,,,,
Computer Science,Introduction to Computing with Matlab,234127,4,0,2,2,0,5.2.2019,7.3.2019,,
Computer Science,Int. to Set Theory and Automata for Cs,234129,3,0,1,0,1,15.2.2019,12.3.2019,,
Computer Science,Combinatorics for Cs,234141,3,0,1,0,0,31.1.2019,11.3.2019,104012&104167|104167&104195|104031&104167|104012&104166|104166&104195|104031&104166|104016&104031|104012&104016|104016&104195,
Computer Science,Data Structures 1,234218,3,0,1,1,0,19.2.2019,13.3.2019,234122&234141|234124&234141|104286&234122|104286&234124,094412
Computer Science,Introduction to Computer Science N,234221,4,0,2,2,0,19.2.2019,14.3.2019,,
Computer Science,Reading Course 1,234230,2,0,0,0,6,,,,
Computer Science,Introduction to Algorithms,234247,3,0,1,0,0,28.1.2019,27.2.2019,234141&234218,
Computer Science,Logic Design,234262,3,0,1,0,0,3.2.2019,3.3.2019,044145|234145,234118&234141
Computer Science,Computer Architecture,234267,3,0,1,0,0,,,234118,
Computer Science,Project 2 in Computer Science,234291,1,0,0,0,3,,,,
Computer Science,Logic and Set Theory for Cs,234293,4,0,2,0,0,11.2.2019,8.3.2019,234114&234145|044145&234114|234117&234145|044145&234117|234111&234145|044145&234111,
Computer Science,Yearly Project in Software Eng.-Stage a,234311,3,0,0,0,4,,,236703,
Computer Science,Industrial Project,234313,3,0,0,0,6,,,,
Computer Science,Programming Languages,234319,3,0,2,0,0,,,234122|234124,234218
Computer Science,Computer Graphics 1,234325,3,0,1,0,0,12.2.2019,10.3.2019,044268|234218,
Computer Science,Project in Computer Graphicsh,234326,3,0,0,0,3,,,234325,
Computer Science,Project in Image Processing and Analysis,234329,4,0,0,0,12,,,046200|046345|234325|236327|236860|236861|236873,
Computer Science,Signal, Image and Data Processing,236200,4,0,2,0,0,5.2.2019,28.2.2019,094412&234125,
Computer Science,Computer Architecture,236267,3,0,1,0,1,12.2.2019,10.3.2019,234218,
Computer Science,Constructive Computer Architecture,236268,3,0,1,0,1,29.1.2019,28.2.2019,046267|234267,
Computer Science,Introduction to Coding Theory,236309,3,0,1,0,0,29.1.2019,14.3.2019,104134|104279,
Computer Science,Formal Language Theory,236310,3,0,1,0,0,6.2.2019,3.3.2019,236343&236353|234129&236343,
Computer Science,Programming Languages,236319,3,0,2,0,0,28.1.2019,27.2.2019,234122|234124,234218
Computer Science,Information Storage Systems,236322,3,0,1,0,1,10.2.2019,7.3.2018,234123&234218,094412&104034
Computer Science,Project in Data Processing,236323,3,0,0,0,3,,,236363,
Computer Science,Project in Computer Graphics M,236328,3,0,0,0,3,,,234325,
Computer Science,Computability and Definability,236331,3,0,1,0,0,,,234293&236343,
Computer Science,The Internet of Things (Iot) - Technologies and Implementations,236332,2,0,0,0,0,30.1.2019,27.2.2019,,236333
Computer Science,Project in the Internet of Things,236333,3,0,2,0,4,,,234122&234262|234124&234252|044252&234124,236332
Computer Science,Introduction to Computer Networks,236334,3,0,1,0,0,1.2.2019,4.3.2019,094412&234247|104034&234247,
Computer Science,Project in Computer Communication,236340,3,0,0,0,3,,,236334,
Computer Science,Introduction to Software Verification,236342,3,0,1,0,1,1.2.2019,5.3.2019,234292|234293,
Computer Science,Theory of Computation,236343,3,0,1,0,0,18.2.2019,12.3.2019,234247,
Computer Science,Project in Information Security,236349,3,0,0,0,3,,,236350,
Computer Science,Computer Security,236350,3,0,1,0,0,8.2.2019,3.3.2019,234123,
Computer Science,Distributed Systems,236351,3,0,1,0,2,1.2.2019,10.3.2019,234123&236334&236370,
Computer Science,Automata and Formal Languages,236353,3,0,1,2,0,6.2.2019,4.3.2019,234293|104290&106156,104291&234247
Computer Science,Theory of Compilation,236360,3,0,1,0,0,28.1.2019,26.2.2019,234129|236353|104290&106156,
Computer Science,Database Systems,236363,3,0,1,0,0,1.2.2019,3.3.2019,234292|234293,
Computer Science,Project in Operating Systems,236366,3,0,0,0,3,,,234123,
Computer Science,Parallel and Distributed Programming,236370,3,0,1,0,0,12.2.2019,10.3.2019,234123,
Computer Science,Project in Parallel/Distributed Programming,236371,3,0,0,0,3,,,,
Computer Science,Principles of Managing Uncertain Data,236378,2,0,0,0,0,,,236363,
Computer Science,Project in Vlsi B,236381,4,0,0,0,8,,,044252|044262|234252|234262,
Computer Science,Project in Firewalls,236499,3,0,0,0,3,,,236350,
Computer Science,Cryptanalysis,236500,3,0,1,0,1,18.2.2019,15.3.2019,236506,
Computer Science,Introduction to Artificial Intelligence,236501,3,0,1,0,0,15.2.2019,15.3.2019,234218&234247&234293|234218&234247&234292,
Computer Science,Project in Computer Science Advanced Programming 1,236503,3,0,0,0,7,,,,
Computer Science,Project in Software,236504,3,0,0,0,6,,,,
Computer Science,Cryptography and Complexity,236508,2,0,0,0,0,29.1.2019,,236343&236506,
Computer Science,Approximation Algorithms,236521,2,0,0,0,0,19.2.2019,15.3.2019,234247&236343,
Computer Science,Introduction to Bioinformatics,236523,2,0,1,0,0,,,134058&234111|134127&234111|134058&234112|134127&234112|134058&234114|134127&234114,
Computer Science,Project in Bioinformatics,236524,3,0,0,0,3,,,236522&236523|234523&236522|134020&134058&234218|234525&236522,
Computer Science,Project in Cs Advanced Programming 2,236526,3,0,0,0,7,,,,
Computer Science,Advanced Topics in Computer Sciences 1,236601,2,0,0,0,0,7.2.2019,7.3.2019,,
Computer Science,Advanced Topics in Computer Sciences 2,236602,2,0,0,0,0,,,,
Computer Science,Advanced Topics in Computer Science 3,236603,2,0,0,0,0,30.1.2019,27.2.2019,,
Computer Science,Advanced Topics in Computer Science 5,236605,3,0,1,0,0,,,,
Computer Science,Advanced Topics in Computer Science 6,236606,3,0,1,0,0,,,,
Computer Science,Advanced Topics in Computer Science 7,236607,3,0,1,0,0,13.2.2019,13.3.2019,,
Computer Science,Advanced Topics in Computer Science 8,236608,3,0,1,2,0,,,,
Computer Science,Advanced Topics in Algorithms L,236620,2,0,0,0,0,,,,
Computer Science,Advanced Topics in Computer Graphics L,236628,2,0,0,0,0,,,,
Computer Science,Advanced Topics in Computer Communication Networks L,236634,2,0,0,0,0,,,,
Computer Science,Advanced Topics in Theoretical Computer Science L,236646,2,0,0,0,0,,,,
Computer Science,Advanced Topics in Information Security L T,236653,3,0,1,0,1,29.1.2019,28.2.2019,,
Computer Science,Object-Oriented Programming,236703,3,0,2,0,0,1.2.2019,12.3.2019,234319,
Computer Science,Computational Geometry,236719,3,0,1,0,1,,,234218,
Computer Science,Project in Intelligent Systems,236754,3,0,0,0,3,,,236327|236373|236501|236716|236860|236861|236873|236927,
Computer Science,Introduction to Machine Learning,236756,3,0,1,2,0,11.2.2019,6.3.2019,234125&236501046195,
Computer Science,Project in Machine Learning,236757,3,0,0,0,3,,,236756,
Computer Science,Algorithms for Dynamic Memory Management,236780,2,0,0,0,0,3.2.2019,5.3.2019,234123&234247,
Computer Science,Multigrid Methods,236790,2,0,0,0,0,,,234107|234125,
Computer Science,Seminar in Computer Science 1,236801,2,0,0,0,0,,,,
Computer Science,Seminar in Algorithms,236813,2,0,0,0,0,,,,
Computer Science,Seminar in Bioinformatics,236818,2,0,0,0,0,,,,
Computer Science,Project in Computer Systems,236828,3,0,0,0,6,,,046209|234123,
Computer Science,Digital Image Processing,236860,3,0,1,0,1,,,044130|236200|236327046200,
Computer Science,Geometric Computer Vision,236861,3,0,1,0,1,13.2.2019,11.3.2019,104013&234247|044198&104013|104032&234247|044198&104032|104281&234247|044198&104281,
Computer Science,Sparse Representations and Applications in Signal and Image Processing,236862,3,0,0,0,0,,,234125&236860|046200&234125,
Computer Science,Computer Vision,236873,3,0,1,0,1,19.2.2019,13.3.2019,046200|236327,
Computer Science,Project in Computer Vision,236874,3,0,0,0,4,,,236327|236873,
Computer Science,Introduction to Robotics,236927,3,0,1,0,0,8.2.2019,3.3.2019,234218&234247035001,
Computer Science,Introduction to Quantum Information Processing,236990,3,0,1,0,2,12.2.2019,8.3.2019,114073|115203|124400|104122&114071|114071&234262|114071&234247,
Medicine,Introduction to Macroscopic and Microscopic Anatomy,274001,2,0,0,0,0,31.1.2019,13.3.2019,,
Medicine,Introducion to Laboratory Medicine,274070,3,0,1,0,0,17.2.2019,14.3.2019,134006&134016&134029&274002,
Medicine,General Pathology - Laboratory Medicine,274073,3,0,0,0,0,7.2.2019,6.3.2019,134029&274071,
Medicine,Clinical Laboratory Skills,274075,0,0,0,0,0,,,274070&274072&274073&274328&274331&274332&274340&276310&276413,
Medicine,Introduction to Emergency Medicine,274109,2,0,0,3,0,14.2.2019,10.3.2019,,
Medicine,General and Clinical Biochemistry(Teams),274126,3,0,1,0,0,10.2.2019,4.3.2019,,274112&274226&274227
Medicine,Behavioral Sci.and Medical Profe(Teams),274136,2,0,0,0,0,,,,
Medicine,Medical Science# Analysis of Signals and Systems a",274138,4,0,2,0,0,4.2.2019,3.3.2019,,
Medicine,Clinical Tuesday - Being a Doctor 1,274142,2,0,0,6,0,,,,
Medicine,Biophysics and Neuroscience (Teams),274168,6,0,0,2,0,28.1.2019,15.3.2019,,
Medicine,Anatomy and Embryology 1  (Teams),274169,6,0,1,4,0,5.2.2019,8.3.2019,,
Medicine,Cell Structure and Function (Teams),274171,2,0,0,0,0,15.2.2019,27.2.2019,,
Medicine,Intro.to Clinical Medicine (Teams),274173,0,0,0,0,0,12.2.2019,,,
Medicine,Pharmacology (Teams),274175,3,0,2,0,0,29.1.2019,,274124&274214&274228&274229&274303|274323&274324&274325&274328&276310,
Medicine,Pathology ( Teams ),274176,0,0,0,0,0,31.1.2019,20.2.2019,274216,274177&274321&274343
Medicine,Neurology (Teams),274178,4,0,0,0,0,,,274500|274505,
Medicine,Specialty Career Rotation (Teams),274179,2,0,0,0,0,,,,
Medicine,Advanced Clinical Elective (American Pr),274180,0,0,0,0,0,,,274178&274509&274523&274534&274536&274602&274604,
Medicine,Epidemiology (Teams),274181,3,0,2,0,0,31.1.2019,6.3.2019,,
Medicine,Histology (Teams),274216,4,0,0,3,0,19.2.2019,12.3.2019,274112274203274204,
Medicine,Biostatistics,274219,2,0,2,0,0,11.2.2019,7.3.2019,,
Medicine,Being a Doctor-Exposure to the Medical P,274234,1,0,0,2,0,,,274132,
Medicine,Clinical Biochemistry Lab.,274237,1,0,1,2,0,,,274238|274241,276310
Medicine,Microbiology (Teams),274239,5,0,0,1,0,6.2.2019,,274112&274126&274303,274310
Medicine,Integrative View on Human Morphology,274240,8,0,1,3,0,8.2.2019,6.3.2019,134128|274167|274244,
Medicine,General Biochemistry,274241,4,0,1,0,0,24.2.2019,17.3.2019,124120&125802&274167|124120&125801&134128,274243
Medicine,Human Genetics,274242,2,0,0,0,0,30.1.2019,8.3.2019,274165,
Medicine,Molecular Bio.and Regulatory Mechanisms,274243,3,0,0,0,0,14.2.2019,11.3.2019,124120&125801&134020&134128|124120&125802&274165&274167,274241
Medicine,Epidemiology,274318,2,0,0,0,0,14.2.2019,12.3.2019,274219,
Medicine,Being a Doctor-Cultural and Ethical 5,274335,0,0,0,1,0,,,274235,
Medicine,Systems Neurophysiology,274336,3,0,0,0,0,26.2.2019,19.3.2019,274240&274248|274240&274253,274338
Medicine,Neuroanatomy,274338,1,0,0,2,0,4.3.2019,,274114&274240&274248|274240&274253&274254,274336
Medicine,Medical Bacteriology,274339,2,0,0,2,0,22.2.2019,17.3.2019,274245&274249,274252
Medicine,Introduction to System Physiology,274356,3,0,1,0,0,29.1.2019,1.3.2019,274248,
Medicine,Seminar in Medical Sciences,274357,2,0,0,0,0,,,,
Medicine,Translation.Bioinformatics and Genomics,274358,2,0,2,0,0,,,274138&274139&274165|274111&274165|234112&274165|234114&274165,
Medicine,Technologies in Biomedical Research,274359,2,0,2,0,0,,,274242&274244&274249|274167&274242&274249,
Medicine,Regulatory Paths Controlling Cell Fate,274360,2,0,0,0,0,6.2.2019,7.3.2019,274241&274243&274244|274167&274241&274243,
Medicine,Clinical Immunology,274362,2,0,0,3,0,4.2.2019,28.2.2019,274249|276413,
Medicine,Endocrinology Physiology and Patohphy,274363,2,0,0,0,0,27.1.2019,3.3.2019,134020&274241&274242&274243&274244&274248&274249|134020&274167&274241&274242&274243&274248&274249,
Medicine,Preclinical-Clinical Integrated Systems,274425,0,0,0,0,0,6.2.2019,28.2.2019,,
Medicine,Obstetrics and Gynecology (American Program),274509,6,0,6,17,0,,,,
Medicine,General Surgery (American Program),274523,6,0,6,17,0,,,274130&274214&274217&274228&274341&274342&274343&274408&274527,
Medicine,Surgery N,274526,7,0,0,17,0,,,,
Medicine,Neurology,274530,3,0,0,11,0,,,274503,
Medicine,Psychiatry,274531,6,0,0,14,0,,,,
Medicine,Obstetrics and Gynecology,274532,7,0,0,17,0,,,,
Medicine,Pediatrics 1N,274533,7,0,0,20,0,,,,
Medicine,Internal Medicine (American Program),274534,9,0,0,26,0,,,274321&274343,
Medicine,Pediatrics (American Program),274536,6,0,0,17,0,,,274507|274522|274528|274605,
Medicine,Community Family Health,274604,4,0,0,11,0,15.2.2019,15.3.2019,274500,
Medicine,Pediatrics 2,274632,3,0,0,9,0,,,274507|274533,
Medicine,Internal Medicine 2T,274633,4,0,0,11,0,,,274503,
Medicine,The Hospitalized Older Adult,275102,3,0,2,0,0,,,,
Medicine,Community Academia Partnership-Health a,275103,2,0,0,1,0,,,,
Medicine,History of Medicine,275200,2,0,0,0,0,,,,
Medicine,Introduction in Emergency Medicine 2,275208,2,0,0,1,0,,,274109,
Medicine,Physicans and Domestic Violence,275315,2,0,0,0,1,,,,
Medicine,Literature and Medicine,275317,2,0,0,0,0,,,,
Medicine,Sleep Medicine-from Physiology to Illness,276001,3,0,0,0,0,,,,
Medicine,Body Systems Physiology for Engineers,276011,3,0,2,0,0,11.2.2019,13.3.2019,274001&336537,
Medicine,Clinical Biochemistry,276310,4,0,0,0,0,1.2.2019,10.3.2019,274226|274238,
Medicine,Basic Immunology,276413,3,0,0,0,0,31.1.2019,6.3.2019,134019&134020&134058,
Medicine,Seminar in Physiology,278301,2,0,2,0,0,,,274364|277003|277004|274323&274348,
Materials Science and Engineering,Introduction to Solid Mechanics,314003,2,0,0,0,0,13.2.2019,15.3.2019,104131,
Materials Science and Engineering,Microstructural Characterization of Mate,314006,4,0,2,0,0,19.2.2019,11.3.2019,115203&314011|124400&314011|115203&314535|124400&314535,
Materials Science and Engineering,Materials Laboratory,314009,1,0,0,3,0,,,314011,
Materials Science and Engineering,Fundamentals of Materials Science and Engineering,314011,4,0,2,0,0,,,124115|124117|124120|125001,
Materials Science and Engineering,Biomedical Materials,314014,2,0,1,0,0,28.1.2019,27.2.2019,134058&314011|134128&314011,
Materials Science and Engineering,Principles and Learning Methods of Ma.En,314100,1,0,0,0,0,,,,
Materials Science and Engineering,Materials Processing,314309,2,0,1,0,0,8.2.2019,4.3.2019,314011|314533,
Materials Science and Engineering,Electroch., Corrosion and Protection,314532,2,0,1,0,0,8.2.2019,4.3.2019,314011|314200,
Materials Science and Engineering,Introduction to Materials Engineering M1,314533,3,0,2,1,0,,,125001,
Materials Science and Engineering,Introduction to Materials Engineering,314535,2,0,1,0,0,17.2.2019,15.3.2019,125001,
Materials Science and Engineering,Advanced Materials Laboratory 1,315001,2,0,0,4,0,,,314006,
Materials Science and Engineering,Advanced Project in Materials Engineering,315014,4,0,0,0,8,,,315002,
Materials Science and Engineering,Physical Metallurgy,315037,2,0,2,0,0,4.2.2019,8.3.2019,314011,
Materials Science and Engineering,Optical Phenomena in Materials,315041,2,0,1,0,0,6.2.2019,15.3.2019,114217|116217|127427,
Materials Science and Engineering,Optical Materials,315044,2,0,1,0,0,19.2.2019,6.3.2019,114217&114245|124414&127427|114245&116217,
Materials Science and Engineering,Processes in Microelectronics Fabrication,315045,3,0,1,0,0,1.2.2019,11.3.2019,315030,
Materials Science and Engineering,Biomineralization and Bio. Materials,315049,2,0,0,0,0,12.2.2019,10.3.2019,314006&315003&315052,
Materials Science and Engineering,Transformation Kinetics in Materials,315052,2,0,1,0,0,1.2.2019,1.3.2019,315003&315051,
Materials Science and Engineering,Computer Analysis Methods for Materials,315058,2,0,0,0,0,4.2.2019,14.3.2019,234112|234127,
Materials Science and Engineering,From Functional Materials to Devices,315059,2,0,1,0,0,30.1.2019,1.3.2019,124400&127427&314006&315003|115203&116217&314006&315003,
Materials Science and Engineering,Composite Materials Engineering,315242,2,0,1,0,0,15.2.2019,8.3.2019,314003&314312&315008,
Materials Science and Engineering,Structure and Behavior of Polymers,315721,2,0,1,0,0,10.2.2019,7.3.2019,314312,
Materials Science and Engineering,Elements of Crystallography,316240,2,0,0,0,0,,,,
Materials Science and Engineering,Porous Polymers,318101,2,0,0,0,0,,,,
Materials Science and Engineering,Physical Fundamentals of Microstructure Evolution,318319,2,0,0,0,0,,,,
Materials Science and Engineering,Thermodynamics and Kinetics of Interfaces,318320,2,0,0,0,0,,,,
Materials Science and Engineering,Phase Transformations in Metals and Alloys,318336,2,0,0,0,0,,,,
Materials Science and Engineering,Analytical Scanning Electron Microscopy,318529,2,0,0,0,0,,,,
Humanities and Arts,On Leave,320000,0,0,0,0,0,,,,
Humanities and Arts,Physical Education1,320003,1,0,2,0,0,,,,
Humanities and Arts,Psychology 1R,320020,2,0,2,0,0,,,,
Humanities and Arts,Free Electives,320033,2,0,0,0,0,,,,
Humanities and Arts,Electives,320034,2,0,0,0,0,,,,
Humanities and Arts,Free Electives,320043,3,0,1,0,0,,,,
Humanities and Arts,Physical Modeling Amd Law 1,320095,2,0,0,0,2,,,,
Humanities and Arts,Students Exchange,320099,0,0,0,0,0,,,,
Humanities and Arts,Community Program 1,320101,1,0,0,0,0,,,,
Humanities and Arts,Community Program 2,320102,1,0,0,0,0,,,,
Humanities and Arts,General Research Lab,320200,3,0,0,9,0,,,,
Humanities and Arts,Advanced English - a,324032,0,0,0,0,0,,,,
Humanities and Arts,Technical English-Advanced B,324033,3,0,0,0,0,24.1.2019,,,
Humanities and Arts,Hebrew 3,324053,3,0,0,0,0,,,324055,
Humanities and Arts,Hebrew for Medicine - Beginners 2,324062,0,0,0,0,0,,,324061,
Humanities and Arts,Hebrew for Medicine-Intermediate Level 3,324063,0,0,0,0,0,,,324062,
Humanities and Arts,Hebrew for Medicine - Advances Level 4,324064,0,0,0,0,0,,,324063,
Humanities and Arts,Jazz Improvisation for Beginners,324227,1,0,1,0,0,,,,
Humanities and Arts,Inprovisation in a Jazz Combo,324228,1,0,1,0,0,,,,
Humanities and Arts,Communication by Theatrical Means,324235,1,0,1,0,0,,,,
Humanities and Arts,Exposure to Research at the Technion,324246,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Entrpreneurship and Design,324247,2,0,0,0,0,,,,
Humanities and Arts,A New Israel Order#a Multicultural Perspective on Israeli Society,324282,2,0,0,0,0,,,,
Humanities and Arts,Comparison of Education in China-Israel,324284,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Migration, Urbanization and Social Change in China,324285,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,History of Medicine and Medicinal Substances,324290,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,The Cairo Genizah and Its Historical Contribution,324291,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,Law, Equality and Social Justice,324292,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Principal Insights,Maimonids" Philosophy,324293,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,Jewish Philosophy in the Middle Ages,324295,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Foundations of Chinese Art and Culture,324296,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Personage in Bible in Light of Our Times,324297,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,From the Bible to the New Israeli Law,324298,2,0,0,0,0,,,,
Humanities and Arts,Communicating in English,324385,3,0,0,0,0,,,,
Humanities and Arts,The Philosophy of the Life Sciences,324397,1,0,0,0,0,,,,
Humanities and Arts,From Destruction to Creativity,324426,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,Psychology of Music,324432,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Israeli Labor Law,324442,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Psychological Warfare,324444,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Adjustment to Stressful Situations,324445,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Key Issues in Early Rabbinic Literature,324450,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Surveillance#Technology, Theory, Ethics,324452,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Love and Law in the Age of Tech.,324453,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Thought# Criticism and Creativity,324456,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Museology and Technology,324457,2,0,0,0,0,,,,
Humanities and Arts,Modernism in Theatre,324461,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Filming Berlin# from 1930"S Till Today,324462,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,History of the Middle-East,324463,2,0,0,0,0,,,,
Humanities and Arts,Chinese Society in Contemporary Chinese Cinema,324469,2,0,0,0,0,,,,
Humanities and Arts,Freehand Drawing Advanced Level,324482,2,0,2,0,0,,,,
Humanities and Arts,Drawing and Painting in Color,324495,2,0,0,0,0,,,,
Humanities and Arts,Workshop in Photography,324567,1,0,0,0,0,,,,
Humanities and Arts,German 1,324600,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Japanese for Beginners,324602,2,0,0,0,0,,,,
Humanities and Arts,German 2,324603,2,0,0,0,0,20.2.2019,,324600,
Humanities and Arts,German 4,324605,2,0,0,0,0,20.2.2019,,324604,
Humanities and Arts,French 1,324608,1,0,1,0,0,24.2.2019,,,
Humanities and Arts,Russian (Beginners) 1,324621,2,0,0,0,0,,,,
Humanities and Arts,Colloquial Arabic,324628,1,0,0,0,0,,,,
Humanities and Arts,Italian for Beginners 1,324630,1,0,0,0,0,,,,
Humanities and Arts,Spanish for Beginners,324675,1,0,0,0,0,,,,
Humanities and Arts,Intermediate Spanish,324679,1,0,0,0,0,,,,
Humanities and Arts,Chinese for Beginners,324692,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Entrepreneurship 1,324864,1,0,0,0,0,,,,
Humanities and Arts,Issues in Contemporary Israeli Society,324879,2,0,0,0,0,,,,
Humanities and Arts,Topics in History of the Jewish People,324881,2,0,0,0,0,,,,
Humanities and Arts,The Middle East in the Modern Age# Processes of Change,324904,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Philosophy and Science,324914,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,The Holy Land as Mirrored in Art,324917,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Photographic Pilgrimage of the Holy Land,324929,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,The Sunni Shi"I Conflict in the Islam,324945,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,The Renaissance in Italy# An Artistic and Cultural Journey,324946,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,War and Film,324948,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Health and Illness-Cultural Aspects,324952,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Religion and Politics in Israel,324954,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Political Sociology,324958,2,0,0,0,0,,,,
Humanities and Arts,Archit.of Renowned Exhibition Pavilions,324963,2,0,0,0,0,,,,
Humanities and Arts,The Human Career,324965,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Observing the Musical Experience,324966,2,0,0,0,0,26.2.2019,,,
